State;5 - Temperature;6 - Temperature;8 - Temperature;T-101 - Spec Value (Reflux Ratio);T-101 - Spec Value (Distillate Rate);T-100 - Spec Value (Distillate Rate);10 Out - Master Comp Molar Flow (diM-Ether);15 - Master Comp Molar Flow (Methanol);SPRDSHT-1 - A10: Q_sum
Case 3704;260.00;353.33;96.67;2.00;66.67;130.00;124.24;5.29;55043205.27
Case 3705;260.00;353.33;96.67;2.00;73.33;110.00;109.98;38.51;51415585.29
Case 3706;260.00;353.33;96.67;2.00;73.33;116.67;116.63;25.65;53222002.60
Case 3707;260.00;353.33;96.67;2.00;73.33;123.33;123.28;12.72;54497335.60
Case 3708;260.00;353.33;96.67;2.00;73.33;130.00;126.07;3.53;56417044.50
Case 3709;260.00;353.33;96.67;2.00;80.00;110.00;109.96;38.77;52821697.33
Case 3710;260.00;353.33;96.67;2.00;80.00;116.67;116.63;25.75;54699022.62
Case 3711;260.00;353.33;96.67;2.00;80.00;123.33;123.27;12.75;56084519.93
Case 3712;260.00;353.33;96.67;2.00;80.00;130.00;127.77;1.83;57739138.47
Case 3713;260.00;353.33;103.33;1.30;60.00;110.00;110.01;36.45;45509882.44
Case 3714;260.00;353.33;103.33;1.30;60.00;116.67;116.61;24.57;47211122.55
Case 3715;260.00;353.33;103.33;1.30;60.00;123.33;120.97;14.91;46696813.89
Case 3716;260.00;353.33;103.33;1.30;60.00;130.00;121.05;8.31;45453958.70
Case 3717;260.00;353.33;103.33;1.30;66.67;110.00;110.00;36.90;46484071.53
Case 3718;260.00;353.33;103.33;1.30;66.67;116.67;116.62;24.66;48437458.19
Case 3719;260.00;353.33;103.33;1.30;66.67;123.33;122.66;13.24;48113726.78
Case 3720;260.00;353.33;103.33;1.30;66.67;130.00;122.85;6.59;46591278.51
Case 3721;260.00;353.33;103.33;1.30;73.33;110.00;110.01;37.30;47469069.52
Case 3722;260.00;353.33;103.33;1.30;73.33;116.67;116.62;24.84;49639557.60
Case 3723;260.00;353.33;103.33;1.30;73.33;123.33;123.28;12.48;50917225.78
Case 3724;260.00;353.33;103.33;1.30;73.33;130.00;124.61;4.83;47921019.09
Case 3725;260.00;353.33;103.33;1.30;80.00;110.00;110.04;37.56;48478859.55
Case 3726;260.00;353.33;103.33;1.30;80.00;116.67;116.64;24.96;50755544.14
Case 3727;260.00;353.33;103.33;1.30;80.00;123.33;123.31;12.29;52183712.55
Case 3728;260.00;353.33;103.33;1.30;80.00;130.00;126.29;3.18;49050022.47
Case 3729;260.00;353.33;103.33;1.53;60.00;110.00;110.01;37.07;46226906.20
Case 3730;260.00;353.33;103.33;1.53;60.00;116.67;116.62;24.90;48022249.23
Case 3731;260.00;353.33;103.33;1.53;60.00;123.33;121.46;14.47;49631026.91
Case 3732;260.00;353.33;103.33;1.53;60.00;130.00;121.67;7.80;49336415.64
Case 3733;260.00;353.33;103.33;1.53;66.67;110.00;110.00;37.48;47289309.64
Case 3734;260.00;353.33;103.33;1.53;66.67;116.67;116.61;25.05;49336018.06
Case 3735;260.00;353.33;103.33;1.53;66.67;123.33;123.14;12.84;50597723.04
Case 3736;260.00;353.33;103.33;1.53;66.67;130.00;123.46;6.03;50419781.57
Case 3737;260.00;353.33;103.33;1.53;73.33;110.00;109.99;37.87;48357045.32
Case 3738;260.00;353.33;103.33;1.53;73.33;116.67;116.63;25.16;50634667.16
Case 3739;260.00;353.33;103.33;1.53;73.33;123.33;123.28;12.55;51901111.14
Case 3740;260.00;353.33;103.33;1.53;73.33;130.00;125.24;4.27;51808243.16
Case 3741;260.00;353.33;103.33;1.53;80.00;110.00;110.00;38.17;49436228.23
Case 3742;260.00;353.33;103.33;1.53;80.00;116.67;116.65;25.28;51794784.25
Case 3743;260.00;353.33;103.33;1.53;80.00;123.33;123.24;12.55;53269475.94
Case 3744;260.00;353.33;103.33;1.53;80.00;130.00;126.92;2.52;52933534.14
Case 3745;260.00;353.33;103.33;1.77;60.00;110.00;110.00;37.63;46953206.69
Case 3746;260.00;353.33;103.33;1.77;60.00;116.67;116.62;25.18;48850334.56
Case 3747;260.00;353.33;103.33;1.77;60.00;123.33;121.81;14.25;50370513.42
Case 3748;260.00;353.33;103.33;1.77;60.00;130.00;122.06;7.44;52252338.31
Case 3749;260.00;353.33;103.33;1.77;66.67;110.00;109.99;37.99;48106124.21
Case 3750;260.00;353.33;103.33;1.77;66.67;116.67;116.62;25.32;50255585.77
Case 3751;260.00;353.33;103.33;1.77;66.67;123.33;123.32;12.72;51440904.85
Case 3752;260.00;353.33;103.33;1.77;66.67;130.00;123.88;5.64;53548134.57
Case 3753;260.00;353.33;103.33;1.77;73.33;110.00;109.99;38.26;49276779.37
Case 3754;260.00;353.33;103.33;1.77;73.33;116.67;116.64;25.42;51621114.12
Case 3755;260.00;353.33;103.33;1.77;73.33;123.33;123.30;12.61;52916589.69
Case 3756;260.00;353.33;103.33;1.77;73.33;130.00;125.69;3.87;54914699.10
Case 3757;260.00;353.33;103.33;1.77;80.00;110.00;110.00;38.47;50457152.60
Case 3758;260.00;353.33;103.33;1.77;80.00;116.67;116.65;25.49;52867405.08
Case 3759;260.00;353.33;103.33;1.77;80.00;123.33;123.28;12.62;54389944.13
Case 3760;260.00;353.33;103.33;1.77;80.00;130.00;127.37;2.07;56162492.17
Case 3761;260.00;353.33;103.33;2.00;60.00;110.00;110.00;38.01;47709766.05
Case 3762;260.00;353.33;103.33;2.00;60.00;116.67;116.67;25.33;49693927.49
Case 3763;260.00;353.33;103.33;2.00;60.00;123.33;122.06;14.10;51138954.59
Case 3764;260.00;353.33;103.33;2.00;60.00;130.00;122.38;7.22;53125796.63
Case 3765;260.00;353.33;103.33;2.00;66.67;110.00;109.99;38.33;48953803.43
Case 3766;260.00;353.33;103.33;2.00;66.67;116.67;116.63;25.52;51186443.35
Case 3767;260.00;353.33;103.33;2.00;66.67;123.33;123.31;12.75;52361527.52
Case 3768;260.00;353.33;103.33;2.00;66.67;130.00;124.18;5.34;54513848.19
Case 3769;260.00;353.33;103.33;2.00;73.33;110.00;109.99;38.50;50223823.31
Case 3770;260.00;353.33;103.33;2.00;73.33;116.67;116.64;25.64;52616089.77
Case 3771;260.00;353.33;103.33;2.00;73.33;123.33;123.28;12.73;53946763.24
Case 3772;260.00;353.33;103.33;2.00;73.33;130.00;126.01;3.59;55879086.07
Case 3773;260.00;353.33;103.33;2.00;80.00;110.00;110.00;38.74;51483706.47
Case 3774;260.00;353.33;103.33;2.00;80.00;116.67;116.65;25.71;53949490.90
Case 3775;260.00;353.33;103.33;2.00;80.00;123.33;123.27;12.75;55519531.72
Case 3776;260.00;353.33;103.33;2.00;80.00;130.00;127.67;1.84;57204368.02
Case 3777;260.00;353.33;110.00;1.30;60.00;110.00;110.02;36.42;43980132.89
Case 3778;260.00;353.33;110.00;1.30;60.00;116.67;116.65;24.50;46041892.85
Case 3779;260.00;353.33;110.00;1.30;60.00;123.33;120.84;14.90;46523676.68
Case 3780;260.00;353.33;110.00;1.30;60.00;130.00;121.00;8.35;45289288.40
Case 3781;260.00;353.33;110.00;1.30;66.67;110.00;110.01;36.89;44913386.66
Case 3782;260.00;353.33;110.00;1.30;66.67;116.67;116.65;24.62;47077376.68
Case 3783;260.00;353.33;110.00;1.30;66.67;123.33;122.54;13.31;48038126.71
Case 3784;260.00;353.33;110.00;1.30;66.67;130.00;122.78;6.62;46425471.94
Case 3785;260.00;353.33;110.00;1.30;73.33;110.00;110.01;37.29;45861592.49
Case 3786;260.00;353.33;110.00;1.30;73.33;116.67;116.63;24.83;48091077.51
Case 3787;260.00;353.33;110.00;1.30;73.33;123.33;123.29;12.47;50098395.49
Case 3788;260.00;353.33;110.00;1.30;73.33;130.00;124.56;4.89;47853760.23
Case 3789;260.00;353.33;110.00;1.30;80.00;110.00;110.02;37.63;46815958.60
Case 3790;260.00;353.33;110.00;1.30;80.00;116.67;116.66;24.91;49116170.50
Case 3791;260.00;353.33;110.00;1.30;80.00;123.33;123.31;12.29;51168130.48
Case 3792;260.00;353.33;110.00;1.30;80.00;130.00;126.22;3.24;49022164.45
Case 3793;260.00;353.33;110.00;1.53;60.00;110.00;110.01;37.08;44687819.88
Case 3794;260.00;353.33;110.00;1.53;60.00;116.67;116.65;24.84;46790624.69
Case 3795;260.00;353.33;110.00;1.53;60.00;123.33;121.34;14.57;48901261.26
Case 3796;260.00;353.33;110.00;1.53;60.00;130.00;121.57;7.84;48921458.71
Case 3797;260.00;353.33;110.00;1.53;66.67;110.00;110.00;37.52;45707629.83
Case 3798;260.00;353.33;110.00;1.53;66.67;116.67;116.63;25.01;47919215.66
Case 3799;260.00;353.33;110.00;1.53;66.67;123.33;123.02;12.92;49878235.72
Case 3800;260.00;353.33;110.00;1.53;66.67;130.00;123.39;6.08;50231424.59
Case 3801;260.00;353.33;110.00;1.53;73.33;110.00;110.00;37.86;46749336.67
Case 3802;260.00;353.33;110.00;1.53;73.33;116.67;116.64;25.15;49038447.66
Case 3803;260.00;353.33;110.00;1.53;73.33;123.33;123.29;12.53;50982920.77
Case 3804;260.00;353.33;110.00;1.53;73.33;130.00;125.18;4.35;51703791.71
Case 3805;260.00;353.33;110.00;1.53;80.00;110.00;110.00;38.14;47794934.58
Case 3806;260.00;353.33;110.00;1.53;80.00;116.67;116.66;25.23;50154771.96
Case 3807;260.00;353.33;110.00;1.53;80.00;123.33;123.25;12.57;52156581.43
Case 3808;260.00;353.33;110.00;1.53;80.00;130.00;126.84;2.59;52877119.46
Case 3809;260.00;353.33;110.00;1.77;60.00;110.00;110.02;37.57;45428942.20
Case 3810;260.00;353.33;110.00;1.77;60.00;116.67;116.63;25.18;47570153.63
Case 3811;260.00;353.33;110.00;1.77;60.00;123.33;121.68;14.29;49618789.18
Case 3812;260.00;353.33;110.00;1.77;60.00;130.00;121.97;7.50;51605960.37
Case 3813;260.00;353.33;110.00;1.77;66.67;110.00;110.00;37.97;46536648.78
Case 3814;260.00;353.33;110.00;1.77;66.67;116.67;116.64;25.27;48803532.42
Case 3815;260.00;353.33;110.00;1.77;66.67;123.33;123.30;12.72;50653323.30
Case 3816;260.00;353.33;110.00;1.77;66.67;130.00;123.81;5.70;52916037.19
Case 3817;260.00;353.33;110.00;1.77;73.33;110.00;110.00;38.23;47674956.48
Case 3818;260.00;353.33;110.00;1.77;73.33;116.67;116.64;25.43;50012816.77
Case 3819;260.00;353.33;110.00;1.77;73.33;123.33;123.29;12.64;51933581.19
Case 3820;260.00;353.33;110.00;1.77;73.33;130.00;125.58;3.98;54207444.34
Case 3821;260.00;353.33;110.00;1.77;80.00;110.00;110.00;38.49;48805883.64
Case 3822;260.00;353.33;110.00;1.77;80.00;116.67;116.65;25.53;51218312.03
Case 3823;260.00;353.33;110.00;1.77;80.00;123.33;123.26;12.67;53221292.61
Case 3824;260.00;353.33;110.00;1.77;80.00;130.00;127.27;2.16;55465319.11
Case 3825;260.00;353.33;110.00;2.00;60.00;110.00;110.01;37.96;46184019.38
Case 3826;260.00;353.33;110.00;2.00;60.00;116.67;116.63;25.41;48379146.40
Case 3827;260.00;353.33;110.00;2.00;60.00;123.33;121.95;14.12;50364785.46
Case 3828;260.00;353.33;110.00;2.00;60.00;130.00;122.25;7.25;52377089.05
Case 3829;260.00;353.33;110.00;2.00;66.67;110.00;110.00;38.32;47383147.76
Case 3830;260.00;353.33;110.00;2.00;66.67;116.67;116.63;25.53;49700945.68
Case 3831;260.00;353.33;110.00;2.00;66.67;123.33;123.31;12.74;51519964.50
Case 3832;260.00;353.33;110.00;2.00;66.67;130.00;124.11;5.41;53774446.12
Case 3833;260.00;353.33;110.00;2.00;73.33;110.00;110.00;38.53;48606373.18
Case 3834;260.00;353.33;110.00;2.00;73.33;116.67;116.65;25.63;51008185.55
Case 3835;260.00;353.33;110.00;2.00;73.33;123.33;123.29;12.71;52924037.62
Case 3836;260.00;353.33;110.00;2.00;73.33;130.00;125.92;3.72;55136419.99
Case 3837;260.00;353.33;110.00;2.00;80.00;110.00;110.00;38.74;49836507.73
Case 3838;260.00;353.33;110.00;2.00;80.00;116.67;116.65;25.71;52304506.14
Case 3839;260.00;353.33;110.00;2.00;80.00;123.33;123.26;12.76;54315648.76
Case 3840;260.00;353.33;110.00;2.00;80.00;130.00;127.59;1.91;56475754.08
Case 3841;260.00;360.00;90.00;1.30;60.00;110.00;109.98;35.57;46109418.07
Case 3842;260.00;360.00;90.00;1.30;60.00;116.67;116.63;23.71;47780807.15
Case 3843;260.00;360.00;90.00;1.30;60.00;123.33;123.29;11.94;49090205.05
Case 3844;260.00;360.00;90.00;1.30;60.00;130.00;124.96;4.39;44861146.07
Case 3845;260.00;360.00;90.00;1.30;66.67;110.00;109.99;36.24;47203038.44
Case 3846;260.00;360.00;90.00;1.30;66.67;116.67;116.64;23.99;48951930.52
Case 3847;260.00;360.00;90.00;1.30;66.67;123.33;123.24;11.87;50357242.56
Case 3848;260.00;360.00;90.00;1.30;66.67;130.00;126.81;2.60;45927772.24
Case 3849;260.00;360.00;90.00;1.30;73.33;110.00;109.99;36.73;48314891.33
Case 3850;260.00;360.00;90.00;1.30;73.33;116.67;116.66;24.22;50119751.23
Case 3851;260.00;360.00;90.00;1.30;73.33;123.33;123.30;11.79;51619038.53
Case 3852;260.00;360.00;90.00;1.30;73.33;130.00;128.46;1.00;46659440.64
Case 3853;260.00;360.00;90.00;1.30;80.00;110.00;109.99;37.18;49428917.42
Case 3854;260.00;360.00;90.00;1.30;80.00;116.67;116.68;24.44;51279645.99
Case 3855;260.00;360.00;90.00;1.30;80.00;123.33;123.32;11.80;52859397.37
Case 3856;260.00;360.00;90.00;1.30;80.00;130.00;129.30;0.21;44973484.43
Case 3857;260.00;360.00;90.00;1.53;60.00;110.00;109.98;36.36;46803955.99
Case 3858;260.00;360.00;90.00;1.53;60.00;116.67;116.63;24.20;48563626.74
Case 3859;260.00;360.00;90.00;1.53;60.00;123.33;123.29;12.07;49887012.94
Case 3860;260.00;360.00;90.00;1.53;60.00;130.00;125.65;3.76;48905402.34
Case 3861;260.00;360.00;90.00;1.53;66.67;110.00;110.00;36.90;47989486.54
Case 3862;260.00;360.00;90.00;1.53;66.67;116.67;116.64;24.48;49819363.29
Case 3863;260.00;360.00;90.00;1.53;66.67;123.33;123.27;12.03;51259567.56
Case 3864;260.00;360.00;90.00;1.53;66.67;130.00;127.48;1.99;49873369.95
Case 3865;260.00;360.00;90.00;1.53;73.33;110.00;109.98;37.41;49178357.16
Case 3866;260.00;360.00;90.00;1.53;73.33;116.67;116.66;24.66;51077710.35
Case 3867;260.00;360.00;90.00;1.53;73.33;123.33;123.29;12.04;52615106.90
Case 3868;260.00;360.00;90.00;1.53;73.33;130.00;129.07;0.50;50151849.25
Case 3869;260.00;360.00;90.00;1.53;80.00;110.00;109.99;37.58;50653005.73
Case 3870;260.00;360.00;90.00;1.53;80.00;116.67;116.68;24.85;52326204.97
Case 3871;260.00;360.00;90.00;1.53;80.00;123.33;123.32;12.05;53947848.20
Case 3872;260.00;360.00;90.00;1.53;80.00;130.00;129.50;0.10;46827355.18
Case 3873;260.00;360.00;90.00;1.77;60.00;110.00;109.99;36.94;47516095.87
Case 3874;260.00;360.00;90.00;1.77;60.00;116.67;116.63;24.61;49360095.20
Case 3875;260.00;360.00;90.00;1.77;60.00;123.33;123.28;12.22;50712278.58
Case 3876;260.00;360.00;90.00;1.77;60.00;130.00;126.08;3.41;51872925.25
Case 3877;260.00;360.00;90.00;1.77;66.67;110.00;109.95;37.52;48772348.21
Case 3878;260.00;360.00;90.00;1.77;66.67;116.67;116.64;24.85;50704143.29
Case 3879;260.00;360.00;90.00;1.77;66.67;123.33;123.29;12.20;52184565.73
Case 3880;260.00;360.00;90.00;1.77;66.67;130.00;127.96;1.56;53105425.68
Case 3881;260.00;360.00;90.00;1.77;73.33;110.00;110.02;37.68;50088388.80
Case 3882;260.00;360.00;90.00;1.77;73.33;116.67;116.68;24.99;52047937.77
Case 3883;260.00;360.00;90.00;1.77;73.33;123.33;123.28;12.28;53628177.68
Case 3884;260.00;360.00;90.00;1.77;73.33;130.00;129.40;0.26;52748744.81
Case 3885;260.00;360.00;90.00;1.77;80.00;110.00;109.98;38.08;51369173.21
Case 3886;260.00;360.00;90.00;1.77;80.00;116.67;116.66;25.18;53388505.06
Case 3887;260.00;360.00;90.00;1.77;80.00;123.33;123.29;12.34;55048001.45
Case 3888;260.00;360.00;90.00;1.77;80.00;130.00;129.52;0.05;48117718.13
Case 3889;260.00;360.00;90.00;2.00;60.00;110.00;109.99;37.43;48229279.40
Case 3890;260.00;360.00;90.00;2.00;60.00;116.67;116.64;24.94;50166316.70
Case 3891;260.00;360.00;90.00;2.00;60.00;123.33;123.34;12.26;51556071.54
Case 3892;260.00;360.00;90.00;2.00;60.00;130.00;126.41;3.14;53419816.42
Case 3893;260.00;360.00;90.00;2.00;66.67;110.00;109.99;37.87;49585824.85
Case 3894;260.00;360.00;90.00;2.00;66.67;116.67;116.64;25.15;51597250.85
Case 3895;260.00;360.00;90.00;2.00;66.67;123.33;123.29;12.36;53120693.35
Case 3896;260.00;360.00;90.00;2.00;66.67;130.00;128.25;1.23;54708487.32
Case 3897;260.00;360.00;90.00;2.00;73.33;110.00;109.99;38.22;50953228.98
Case 3898;260.00;360.00;90.00;2.00;73.33;116.67;116.66;25.28;53027033.95
Case 3899;260.00;360.00;90.00;2.00;73.33;123.33;123.29;12.43;54657536.53
Case 3900;260.00;360.00;90.00;2.00;73.33;130.00;129.47;0.13;54072488.66
Case 3901;260.00;360.00;90.00;2.00;80.00;110.00;109.92;38.47;52330357.15
Case 3902;260.00;360.00;90.00;2.00;80.00;116.67;116.67;25.42;54453841.55
Case 3903;260.00;360.00;90.00;2.00;80.00;123.33;123.29;12.50;56167739.23
Case 3904;260.00;360.00;90.00;2.00;80.00;130.00;129.98;0.04;54733145.01
Case 3905;260.00;360.00;96.67;1.30;60.00;110.00;109.98;35.57;45594141.15
Case 3906;260.00;360.00;96.67;1.30;60.00;116.67;116.63;23.71;47267469.47
Case 3907;260.00;360.00;96.67;1.30;60.00;123.33;123.28;11.96;48585955.93
Case 3908;260.00;360.00;96.67;1.30;60.00;130.00;124.92;4.43;44691188.75
Case 3909;260.00;360.00;96.67;1.30;66.67;110.00;110.00;36.16;46680672.97
Case 3910;260.00;360.00;96.67;1.30;66.67;116.67;116.64;23.99;48425304.41
Case 3911;260.00;360.00;96.67;1.30;66.67;123.33;123.24;11.88;49839495.94
Case 3912;260.00;360.00;96.67;1.30;66.67;130.00;126.76;2.63;45834325.74
Case 3913;260.00;360.00;96.67;1.30;73.33;110.00;110.01;36.74;47765703.00
Case 3914;260.00;360.00;96.67;1.30;73.33;116.67;116.66;24.22;49579773.91
Case 3915;260.00;360.00;96.67;1.30;73.33;123.33;123.29;11.80;51086985.64
Case 3916;260.00;360.00;96.67;1.30;73.33;130.00;128.42;1.03;46632827.88
Case 3917;260.00;360.00;96.67;1.30;80.00;110.00;110.00;37.15;48756330.50
Case 3918;260.00;360.00;96.67;1.30;80.00;116.67;116.68;24.45;50725650.03
Case 3919;260.00;360.00;96.67;1.30;80.00;123.33;123.34;11.76;52311467.98
Case 3920;260.00;360.00;96.67;1.30;80.00;130.00;129.28;0.21;45113384.10
Case 3921;260.00;360.00;96.67;1.53;60.00;110.00;109.96;36.35;46284555.50
Case 3922;260.00;360.00;96.67;1.53;60.00;116.67;116.63;24.20;48048855.20
Case 3923;260.00;360.00;96.67;1.53;60.00;123.33;123.28;12.07;49382055.21
Case 3924;260.00;360.00;96.67;1.53;60.00;130.00;125.60;3.79;48742795.37
Case 3925;260.00;360.00;96.67;1.53;66.67;110.00;109.99;36.91;47452831.67
Case 3926;260.00;360.00;96.67;1.53;66.67;116.67;116.64;24.47;49292507.87
Case 3927;260.00;360.00;96.67;1.53;66.67;123.33;123.26;12.05;50740614.20
Case 3928;260.00;360.00;96.67;1.53;66.67;130.00;127.45;2.03;49759280.37
Case 3929;260.00;360.00;96.67;1.53;73.33;110.00;110.00;37.32;48634755.98
Case 3930;260.00;360.00;96.67;1.53;73.33;116.67;116.66;24.66;50537271.01
Case 3931;260.00;360.00;96.67;1.53;73.33;123.33;123.29;12.04;52082747.88
Case 3932;260.00;360.00;96.67;1.53;73.33;130.00;129.04;0.53;50134617.54
Case 3933;260.00;360.00;96.67;1.53;80.00;110.00;110.02;37.62;49713705.89
Case 3934;260.00;360.00;96.67;1.53;80.00;116.67;116.66;24.87;51770668.76
Case 3935;260.00;360.00;96.67;1.53;80.00;123.33;123.32;12.06;53402069.41
Case 3936;260.00;360.00;96.67;1.53;80.00;130.00;129.46;0.10;46813495.56
Case 3937;260.00;360.00;96.67;1.77;60.00;110.00;109.99;36.94;46993650.44
Case 3938;260.00;360.00;96.67;1.77;60.00;116.67;116.63;24.61;48845286.56
Case 3939;260.00;360.00;96.67;1.77;60.00;123.33;123.33;12.14;50209854.59
Case 3940;260.00;360.00;96.67;1.77;60.00;130.00;126.07;3.40;51845060.86
Case 3941;260.00;360.00;96.67;1.77;66.67;110.00;109.99;37.45;48247185.19
Case 3942;260.00;360.00;96.67;1.77;66.67;116.67;116.64;24.85;50176597.41
Case 3943;260.00;360.00;96.67;1.77;66.67;123.33;123.27;12.21;51664536.15
Case 3944;260.00;360.00;96.67;1.77;66.67;130.00;127.87;1.64;52786442.31
Case 3945;260.00;360.00;96.67;1.77;73.33;110.00;110.00;37.83;49483502.33
Case 3946;260.00;360.00;96.67;1.77;73.33;116.67;116.66;25.00;51509358.70
Case 3947;260.00;360.00;96.67;1.77;73.33;123.33;123.30;12.24;53099159.95
Case 3948;260.00;360.00;96.67;1.77;73.33;130.00;129.36;0.27;52660861.76
Case 3949;260.00;360.00;96.67;1.77;80.00;110.00;110.00;37.97;50663090.29
Case 3950;260.00;360.00;96.67;1.77;80.00;116.67;116.68;25.17;52832215.37
Case 3951;260.00;360.00;96.67;1.77;80.00;123.33;123.29;12.34;54502052.70
Case 3952;260.00;360.00;96.67;1.77;80.00;130.00;129.48;0.05;48115912.86
Case 3953;260.00;360.00;96.67;2.00;60.00;110.00;109.97;37.44;47707602.87
Case 3954;260.00;360.00;96.67;2.00;60.00;116.67;116.63;24.94;49650990.77
Case 3955;260.00;360.00;96.67;2.00;60.00;123.33;123.33;12.28;51049308.79
Case 3956;260.00;360.00;96.67;2.00;60.00;130.00;126.36;3.17;52923950.23
Case 3957;260.00;360.00;96.67;2.00;66.67;110.00;109.96;37.92;49042899.27
Case 3958;260.00;360.00;96.67;2.00;66.67;116.67;116.64;25.15;51069279.67
Case 3959;260.00;360.00;96.67;2.00;66.67;123.33;123.28;12.36;52600474.57
Case 3960;260.00;360.00;96.67;2.00;66.67;130.00;128.21;1.29;54203556.63
Case 3961;260.00;360.00;96.67;2.00;73.33;110.00;110.00;38.20;50355621.00
Case 3962;260.00;360.00;96.67;2.00;73.33;116.67;116.66;25.28;52485798.74
Case 3963;260.00;360.00;96.67;2.00;73.33;123.33;123.28;12.44;54123435.58
Case 3964;260.00;360.00;96.67;2.00;73.33;130.00;129.38;0.12;53788861.73
Case 3965;260.00;360.00;96.67;2.00;80.00;110.00;110.01;38.32;51620182.28
Case 3966;260.00;360.00;96.67;2.00;80.00;116.67;116.67;25.42;53899215.94
Case 3967;260.00;360.00;96.67;2.00;80.00;123.33;123.29;12.50;55621627.07
Case 3968;260.00;360.00;96.67;2.00;80.00;130.00;129.51;0.03;49387886.33
Case 3969;260.00;360.00;103.33;1.30;60.00;110.00;110.01;35.52;44278572.90
Case 3970;260.00;360.00;103.33;1.30;60.00;116.67;116.64;23.70;46496659.03
Case 3971;260.00;360.00;103.33;1.30;60.00;123.33;123.27;11.98;48059769.75
Case 3972;260.00;360.00;103.33;1.30;60.00;130.00;124.87;4.45;44573322.67
Case 3973;260.00;360.00;103.33;1.30;66.67;110.00;110.02;36.17;45174736.26
Case 3974;260.00;360.00;103.33;1.30;66.67;116.67;116.64;23.99;47476218.75
Case 3975;260.00;360.00;103.33;1.30;66.67;123.33;123.24;11.87;49299702.21
Case 3976;260.00;360.00;103.33;1.30;66.67;130.00;126.71;2.66;45759214.96
Case 3977;260.00;360.00;103.33;1.30;73.33;110.00;110.02;36.69;46091838.84
Case 3978;260.00;360.00;103.33;1.30;73.33;116.67;116.66;24.22;48458769.06
Case 3979;260.00;360.00;103.33;1.30;73.33;123.33;123.32;11.73;50537750.62
Case 3980;260.00;360.00;103.33;1.30;73.33;130.00;128.37;1.07;46626384.59
Case 3981;260.00;360.00;103.33;1.30;80.00;110.00;110.01;37.14;47017663.02
Case 3982;260.00;360.00;103.33;1.30;80.00;116.67;116.67;24.45;49441740.40
Case 3983;260.00;360.00;103.33;1.30;80.00;123.33;123.31;11.82;51663469.93
Case 3984;260.00;360.00;103.33;1.30;80.00;130.00;129.28;0.23;45265095.93
Case 3985;260.00;360.00;103.33;1.53;60.00;110.00;109.98;36.34;44922436.92
Case 3986;260.00;360.00;103.33;1.53;60.00;116.67;116.64;24.18;47231938.13
Case 3987;260.00;360.00;103.33;1.53;60.00;123.33;123.27;12.09;48854705.96
Case 3988;260.00;360.00;103.33;1.53;60.00;130.00;125.56;3.82;48594898.96
Case 3989;260.00;360.00;103.33;1.53;66.67;110.00;110.01;36.86;45923176.45
Case 3990;260.00;360.00;103.33;1.53;66.67;116.67;116.66;24.44;48304037.85
Case 3991;260.00;360.00;103.33;1.53;66.67;123.33;123.27;12.04;50200074.13
Case 3992;260.00;360.00;103.33;1.53;66.67;130.00;127.39;2.07;49628893.52
Case 3993;260.00;360.00;103.33;1.53;73.33;110.00;110.01;37.31;46930631.18
Case 3994;260.00;360.00;103.33;1.53;73.33;116.67;116.67;24.66;49378172.45
Case 3995;260.00;360.00;103.33;1.53;73.33;123.33;123.29;12.06;51526419.89
Case 3996;260.00;360.00;103.33;1.53;73.33;130.00;128.97;0.55;50092666.92
Case 3997;260.00;360.00;103.33;1.53;80.00;110.00;110.01;37.62;47729790.58
Case 3998;260.00;360.00;103.33;1.53;80.00;116.67;116.66;24.86;50451367.73
Case 3999;260.00;360.00;103.33;1.53;80.00;123.33;123.30;12.13;52680368.43
Case 4000;260.00;360.00;103.33;1.53;80.00;130.00;129.47;0.10;47081250.19
Case 4001;260.00;360.00;103.33;1.77;60.00;110.00;109.99;36.92;45612834.93
Case 4002;260.00;360.00;103.33;1.77;60.00;116.67;116.64;24.60;47993904.98
Case 4003;260.00;360.00;103.33;1.77;60.00;123.33;123.30;12.22;49681290.97
Case 4004;260.00;360.00;103.33;1.77;60.00;130.00;126.01;3.44;51637704.69
